"タグID","タグ名","タググループ名","カテゴリID","カテゴリ名","カテゴリパス"
"172","千鳥格子","柄","2214","ファッション雑貨・小物","メンズファッション"
"173","トロピカル柄","柄","2214","ファッション雑貨・小物","メンズファッション"
"431","タイダイ","柄","2214","ファッション雑貨・小物","メンズファッション"
"492","バイカラー","柄","2214","ファッション雑貨・小物","メンズファッション"
"504","無地","柄","2214","ファッション雑貨・小物","メンズファッション"
"505","その他アニマル柄","柄","2214","ファッション雑貨・小物","メンズファッション"
"556","スマホ対応手袋","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"705","トライバル","柄","2214","ファッション雑貨・小物","メンズファッション"
"706","パイソン","柄","2214","ファッション雑貨・小物","メンズファッション"
"781","ネクタイピン","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"782","サスペンダー","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"783","シガレット(タバコ)ケース","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"796","ネックストラップ","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"852","バンダナ","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"853","ロングベルト","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"938","マスク","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"1037","ロゴ","柄","2214","ファッション雑貨・小物","メンズファッション"
"1057","ネックウォーマー","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"1074","アームウォーマー","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"1996","マスクストラップ","タイプ","2214","ファッション雑貨・小物","メンズファッション"
"521","ラウンド","フレーム","2215","アイウェア","メンズファッション"
"522","スクエア","フレーム","2215","アイウェア","メンズファッション"
"683","ウェリントン","フレーム","2215","アイウェア","メンズファッション"
"684","ボストン","フレーム","2215","アイウェア","メンズファッション"
"685","ティアドロップ","フレーム","2215","アイウェア","メンズファッション"
"686","サーモント","フレーム","2215","アイウェア","メンズファッション"
"687","オーバル","フレーム","2215","アイウェア","メンズファッション"
"688","フォックス・キャットアイ","フレーム","2215","アイウェア","メンズファッション"
"689","ブロー","フレーム","2215","アイウェア","メンズファッション"
"2599","リムレス","フレーム","2215","アイウェア","メンズファッション"
"617","クォーツ（電池式）","タイプ","2216","腕時計","メンズファッション"
"618","オートマティック（機械式）","タイプ","2216","腕時計","メンズファッション"
"620","ダイバーズウォッチ","タイプ","2216","腕時計","メンズファッション"
"850","スマートウォッチ","タイプ","2216","腕時計","メンズファッション"
"892","Apple Watch用ベルト・バンド","タイプ","2216","腕時計","メンズファッション"
"1143","ジャケット・パンツ","タイプ","2220","セットアップ","メンズファッション"
"1144","シャツ・パンツ","タイプ","2220","セットアップ","メンズファッション"
"1145","ジャージ","タイプ","2220","セットアップ","メンズファッション"
"1146","スウェット","タイプ","2220","セットアップ","メンズファッション"
"570","シール・ラップ・パーツ","アイテム","2306","ネイルグッズ","ビューティー"
"571","チップ","アイテム","2306","ネイルグッズ","ビューティー"
"572","リムーバー","アイテム","2306","ネイルグッズ","ビューティー"
"573","オイル","アイテム","2306","ネイルグッズ","ビューティー"
"719","メンズ","対象","2401","キッチン・ダイニング","ライフスタイル"
"722","ベビーキッズ","対象","2401","キッチン・ダイニング","ライフスタイル"
"724","レディース","対象","2401","キッチン・ダイニング","ライフスタイル"
"1072","保冷・保温","タイプ","2401","キッチン・ダイニング","ライフスタイル"
"1194","トール","サイズ","2401","キッチン・ダイニング","ライフスタイル"
"1195","グランデ","サイズ","2401","キッチン・ダイニング","ライフスタイル"
"1196","ベンティ","サイズ","2401","キッチン・ダイニング","ライフスタイル"
"719","メンズ","対象","2402","インテリア雑貨","ライフスタイル"
"722","ベビーキッズ","対象","2402","インテリア雑貨","ライフスタイル"
"723","アロマ","アイテム","2402","インテリア雑貨","ライフスタイル"
"724","レディース","対象","2402","インテリア雑貨","ライフスタイル"
"1191","ファブリックポスター","アイテム","2402","インテリア雑貨","ライフスタイル"
